"ORIGINURI","ID","UUIDHISTORY","OCCUPATIONGROUPCODE","CODE","PREFERREDLABEL","ALTLABELS","DESCRIPTION","DEFINITION","SCOPENOTE","REGULATEDPROFESSIONNOTE","OCCUPATIONTYPE","ISLOCALIZED"
"http://data.europa.eu/esco/occupation/062d666b-8b5f-4ff2-9047-113831eb3e9f","key_20505","b82cd74d-5c67-4776-9c34-826a126f618e","5223","5223.7.16","fish and seafood specialised seller","fresh fish salesperson
fish market salesperson
fish and seafood specialized seller
fresh seafood specialised seller
fresh fish counter specialised seller
fish stall specialised seller
fish salesperson
fresh fish specialised seller
fresh seafood salesperson
fish market specialised seller
seafood specialised seller
fisheries shop salesperson
fresh fish shop salesperson
seafood salesperson
fish specialised seller
fisheries salesperson
fisheries shop specialised seller
fisheries specialised seller
fish stall salesperson
fishmongers shop specialised seller
fish and seafood specialised seller","Fish and seafood specialised sellers sell fish, crustaceans and molluscs in specialised shops. 
 ","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9","key_20506","5c8c52e4-2c88-4e3b-b732-955ba150d8c5","1322","1322.1.2","oil and gas production manager","gas field production manager
oil and gas production scheduler
oil operations manager
oil and gas production project manager
gas production scheduler
gas operations manager
oilfield production manager
oil and gas production manager
oil field production manager
oil production project manager
oil production scheduler
gas production manager
gasfield production manager
oil production manager
oil and gas operations manager
gas production project manager","Oil and gas production managers coordinate and implement short and medium term oil and gas production schedules and plans, such as drilling, extraction operations and waste management. They steer one or more units and oversee the implementation of technical and human means, within the framework of objectives of volume, quality and planning. Oil and gas production managers design and ensure that the production plans and schedules are met.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/06351e17-67c4-44bc-adf7-64b73f92c3b5","key_20507","e6ead655-753f-4bfb-8846-6eb904dd52fb","3117","3117.3","metallurgical technician","metallurgy test technician
mining technician
minerals technician
quality technician, metals
metallurgy technician
metallurgical technician
development metallurgist
metallurgical research technician
metallurgist
metallurgy research technician
metallurgical test technician
extraction technician
laboratory metallurgist
metallurgy quality technician
metallurgical quality technician","Metallurgical technicians provide technical support in researching and performing experiments on minerals, metals, alloys, oil and gas. They also assist in improving the methods of extraction.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/06461fc3-1274-40a1-9322-dfc2753f5eea","key_20508","9a3af159-9b51-4139-b6a3-26903e2877ab","8151","8151.3","spinning textile technician","spinning and winding supervisor
textile technician for spinning
spinning textile technician
spinning mill  manager
textile spinning technician
textile spinner
spinning textile operator
spinning supervisor
spinner technician
spinning process operator","Spinning textile technicians perform operations related to setting up spinning processes.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/0663d464-f139-4554-ae87-97aa6c4dad77","key_20509","01765111-c15a-48b8-833c-30a71a21af80","7122","7122.3","resilient floor layer","vinyl floor installer
resilient floor layer
layer of resilient floor
linoleum installer
floor layer (resilient)
resilient floor installer
linoleum layer
vinyl tile installer
laminate floor installer
resilient flooring installer","Resilient floor layers place prefabricated tiles or rolls of flooring materials such as linoleum, vinyl, rubber or cork to serve as floor covering.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/0663da10-e42c-41e8-992c-07d00ac97bea","key_20510","969e1928-46a6-427b-88dd-c457d9f50ba2","3119","3119.16.6","textile quality technician","textile texting technician
textile quality technician
textile quality laboratory analyst
textile laboratory technician
physical testing laboratory technician","Textile quality technicians perform physical laboratory tests on textile materials and products. They compare textile materials and products to standards and interpret results.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/066a9d8f-3948-409c-a3cf-ed8ed37cfe22","key_20511","172cf547-5275-434f-9c40-37c468338be5","7516","7516.1","curing room worker","tobacco drying machine operator
curing room operative
tobacco curing room worker
curing room assistant
tobacco drier
tobacco roaster
tobacco curer
tobacco dryer
tobacco drier operator
tobacco drying worker
tobacco drying machine tender
curing room attendant
curing room worker","Curing room workers assist in the blending, aging, and fermenting of tobacco strips and stems for the production of cigars, chewing tobacco and snuff.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/066fe11d-10e4-4fec-bd27-3e78797500b9","key_20512","0f190a51-bda7-4c1f-84db-0e6a34912f45","8122","8122.8","enameller","metal enameller
platinum enameller
enamel machine operator
cast metal enameller
enamel dipper
dipping machine technician
gold enameller
enamel dipper operator
coating and dipping operator
enameler
enamel dipping machine operator
dipping machine apprentice
engineering dipper
silver enameller
enamel machine technician
copper enameller
jewelery artist
dipper
coating and enamelling operator
enamel machine apprentice
enameller","Enamellers embellish metals such as gold, silver, copper, steel, cast iron or platinum by painting it. The enamel they apply, consists of coloured powdered glass.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/068370e0-9c27-4814-87d0-44fbb3140815","key_20513","cbe15c2e-541c-47ab-9502-7d3bbb7bdd3b","2423","2423.6","recruitment consultant","job placement officer
recruitment consultant
employee recruiter
temporary labour officer
recruiting process consultant
head hunter
recruitment officer
temporary labour agent
employment agent
job placement consultant","Recruitment consultants provide the suitable candidates to employers according to the specific job profile requested. They perform testing and interviewing with job seekers, shortlist few candidates to present to the employers and match candidates to appropriate jobs. Recruitment consultants maintain relationships with employers to offer their services on a more long-term basis.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/068c2787-58ff-468e-bbb6-c4e5dd6ee482","key_20514","9d8651ed-7e26-409f-baf8-7561d23185c2","2120","2120.1","actuarial consultant","actuaries
actuarial analyst
actuarial clerks
actuarial analysts
health actuary
actuarial adviser
actuarial advisor
insurance actuaries
actuarial mathematicians
health actuaries
actuarial clerk
actuarial mathematician
consulting actuary
insurance actuary
actuarial consultant
actuarial advisors
consulting actuaries
actuary","Actuarial consultants analyse, manage and provide guidance on financial impact of risks. They can work in fields related to insurance, pension, investment, banking, healthcare etc. Actuarial consultants apply technical and statistical models and theories to give strategic, commercial, and financial advice.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/068df7d1-516f-4829-b339-294cb0cf6318","key_20515","ef218ac1-5427-4843-a4fc-23cac7ba49d7","2166","2166.11","performance lighting designer","lighting designer
lighting technician and designer
lighting designer & technician
performance lighting creator
lighting technician & designer
lighting designer and technician
theatre lighting designer
performance lighting designer","Performance lighting designers develop a lighting design concept for a performance and supervise the execution of it. Their work is based on research and artistic vision. Their design is influenced by and influences other designs and must be conform with these designs and the overall artistic vision. Therefore, the designers work closely with artistic directors, operators and the artistic team. During rehearsals and performance, they coach the operators to obtain optimal timing and manipulation. Performance lighting designers develop lighting plots, cue lists and other documentation to support the operators and production crew. They sometimes also work as autonomous artists, creating light art outside a performance context.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/06ac0f53-431e-4bc6-acb8-2f5da041b5d3","key_20516","565c106c-8e97-4db1-9132-b5c02c72aac0","2653","2653.1.2","dance répétiteur","assistant choreographer
dance répétiteur
assistant choreographer and repetiteur
dance tutor
dance rehearsal director
assistant choreographer and répétiteur","Dance répétiteurs assist conductors and choreographers in directing rehearsals and guiding the artists in the rehearsal process. Regardless of their nature and scope, a répétiteur's actions are, from an ethical and practical standpoint, based on a commitment to respect the integrity of the work. ","","Excludes people working in an educational work context.","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/06bd6285-13ed-4ea7-90cc-e9638a0600a9","key_20517","e65b0281-8bed-418c-9cff-5cae59dbde7a","7412","7412.1","automotive battery technician","automotive battery tester
battery installer
truck battery technician
bus battery technician
lorry battery technician
dry cell battery technician
automotive battery installer
coach battery technician
dry cell installer
car battery installer
automobile battery technician
dry cell repairer
technician of automotive batteries
automotive battery technician
car battery technician
automotive battery repairer
automotive battery assembler
motor vehicle battery technician
installer of automotive batteries
dry cell tester
motor vehicle battery installer
vehicle battery technician
automobile battery installer","Automotive battery technicians assemble, install, inspect, maintain and repair batteries in motor vehicles. They use electrical test equipment to confirm good working condition after installation. They evaluate batteries to determine the nature of power problems. They also prepare old batteries for disposal.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/06f89f2c-c6e9-40c5-a4a5-0e34d5fbc184","key_20518","96de8054-3f19-42b9-ad82-014084fffbf1","2163","2163.1.3.2","footwear designer","shoe designer
footwear designer
footwear CAD designer
women's footwear designer
men's footwear designer
footwear technologist
footwear CAD technical designer
footwear stylist
footwear fashion designer
footwear designer and developer
sports footwear designer
footwear designer & developer
shoe stylist
children's footwear designer
fashion footwear designer","Footwear designers perform fashion trends analysis, forecasting and market research, create footwear concepts and build collection lines by operating mood or concept boards, colour palettes, materials, drawings and sketches etc. They conduct the sampling process, make footwear prototypes and samples for presentations aimed to promoting the footwear concepts and collections. They identify the range of materials and components, define the design specifications by collaborating with the technical team and review the footwear samples, prototypes, and collections.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/070e94a8-a933-4557-9b95-fefe7f4f1763","key_20519","f14a3733-b7c9-4ee0-b442-53b22a6eeea2","1120","1120.5","public employment service manager","jobcentre manager
public employment service manager
jobcentre plus manager
employment service manager
DWP manager
national careers service manager
careers advice manager
department of work and pensions manager
job centre manager","Public employment service managers supervise the operations of a public employment agency. They oversee the staff that helps people find employment or provide occupational guidance.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/072279cf-ed39-47e7-af23-ee6df571eb24","key_20520","6d789052-e22a-4e64-9b26-5af124aa801f","7532","7532.3","clothing product grader","clothing patternmaker
clothing product grader
pattern developer/grader
clothing product tester
fabric pattern grader","Clothing product graders produce patterns in different sizes (i.e. scaled-up and scaled-down) to reproduce the same wearing apparel in different sizes. They draft patterns by hand or using software following size charts.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d","key_20521","28d5bb92-aae2-47a1-98c9-7baef51955dc","1112","1112.6","public administration manager","public administration director
public institution director
public body manager
public administrator
district council manager
public service administrator
county council manager
public body administrator
public service director
public administration manager
local authority officer
chief of staff
civil service administrator
city administrator
government department manager","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/075e4d25-74b3-46fb-9b6e-6b53cdb196e7","key_20522","a408e7bc-7800-47e6-aac9-c74f2aa5f99c","3312","3312.2.1","credit analyst","credit clerk
credit analyst
analyst of credits","Credit analysts investigate credit applications from customers and evaluate if the applications comply with regulations and guidelines of the financial loan-granting institution. On the basis of credit analyses they advise financial institutions whether customers are loan worthy. They perform tasks such as collecting data on the loan applicant, aquire additional information from other departments or institutions and indicating what sort of agreements the financial institution should reach with the credit applicant. Credit analysts also follow up on the development of the credit portfolio of clients.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/0763c810-8ac6-4e39-867d-780a11af26e0","key_20523","6ff2a80b-c238-491b-9e74-a213b9d3dc0b","3123","3123.1.17","plumbing supervisor","plumbing supervisor
commercial plumbing supervisor
supervising plumber
plumbing foreman
supervisor of plumbing
pipework supervisor
foreman plumber
domestic plumbing supervisor","Plumbing supervisors monitor plumbing operations. They assign tasks and take quick decisions to resolve problems.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/076d23f3-a689-4f1a-8b55-ae870c9aaa85","key_20524","7f0c71cc-a6ce-4817-8376-11b2b80b9458","2413","2413.1.4","securities analyst","securities analyst
securities research director
shares analyst
corporate securities research analyst
securities research analyst
rating analyst
bonds analyst
stock analyst","Securities analysts perform research activities to gather and analyse financial, legal and economic information. They interpret data on the price, stability and future investment trends in a certain economic area and make recommendations and forecasts to business clients.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/07b91f36-8272-493a-8e1c-5625e77efe68","key_20525","64e7f62f-52d7-46d8-85d1-38a859bdfd07","2653","2653.2","dancer","dance artist
show dancer
contemporary dancer
stage dancer
ballet dancer
ballet and modern dance perfomer
singer and dancer
dance performer
soloist dancer
ballet and modern dancer
dancer
modern dancer
belly dancer
modern & ballet dance performer
modern and ballet dance performer
dancer & singer
ballet & modern dance performer
modern and ballet dancer
jazz dancer
group dancer
dancer and singer
modern & ballet dancer
singer & dancer
singer-dancer
ballet & modern dancer
solo dancer
commercial dancer","Dancers interpret ideas, feelings, stories or characters for audiences by using movement and body language mostly accompanied by music.  This normally involves interpreting the work of a choreographer or a traditional repertory, although it may sometimes require improvisation.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/07ba3429-cccd-435b-a7d0-c02ba962bbd9","key_20526","ca72c157-9297-41b1-956a-fe4cd03661e7","7536","7536.2.1","bespoke footwear technician","bespoke footwear technician
custom made footwear technician
custom shoemaker
customized footwear technician
customized shoe maker
customised shoe maker","Bespoke footwear technicians perform activities in small production environments, e.g. workshops, where footwear is typically custom-made. They design, prepare, cut and sew, assemble and finish custom made footwear.","","Includes people using e-commerce and customisation.","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/07bd65d7-c13f-443a-bdf6-88903f3822be","key_20527","a7453422-0b5e-458b-9807-605e8275b236","2612","2612.1","judge","investigating magistrate
deputy circuit judge
district judge
circuit judge
high court judge
family court judge
inquisitorial magistrate
youth court judge
examining magistrate
judge
appeal court judge
recorder
adjudicator","Judges preside over, review and handle court cases, hearings, appeals and trials. They ensure that court procedures conform to conventional legal processes and review evidence and juries. Judges preside over cases involving such areas as crime, family issues, civil law, small claims and juvenile offenses.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/07c2287f-3caa-4128-b7c8-59801084d931","key_20528","77bb85ad-c4d6-4ee2-ad17-69cfce88caef","2163","2163.1.7","puppet designer","puppet designer
puppet designer & builder
puppet designer and builder
puppet builder
puppet designer & maker
puppet designer/maker
puppet designer and maker
puppet maker
puppet creator","Puppet designers design and create puppets and manipulable objects for performers. Their work is based on research and artistic vision. Their design is influenced by and influences other designs and must be conform with these designs and the overall artistic vision. Therefore, the designers work closely with artistic directors, operators and the artistic team. Puppet designers make puppets and manipulable objects out of a variety of materials, and may build robotic elements into them. Puppet designers sometimes also work as autonomous artists, creating outside a performance context. 
 ","","Excludes <a resource=""http://data.europa.eu/esco/occupation/2800e788-57b4-49f7-9c00-6c35e12cfb8e"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/2800e788-57b4-49f7-9c00-6c35e12cfb8e""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">puppeteer</span></a>.
Excludes design of industrial production puppets.","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/07d4a2fa-e278-4f32-8cf9-9c01fc660369","key_20529","9f2c4e33-e787-46b4-9b8e-a6591cde1d79","7322","7322.2","flexographic press operator","flexographic printer
flexographic printing press operator
flexographic printing inspection operator
flexographic label press operator
flexographic label press technician
flexographic press specialist
wide-format printer on flexographic presses
flexographic print maker
flexographic presswoman
flexographic printing inspection specialist
flexographic press operator
flexographic pressman
flexographic print operator
flexographic printing plate maker
flexographic operator
flexographic printing inspection technician
flexographic label press specialist
flexographic print technician
flexographic printing plate mounter
flexographic label printer
narrow-format printer on flexographic presses","Flexographic press operators use flexographic relief plate to print on almost any material. The relief plate is inked and pressed onto the material to be printed.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/07dfff6d-a0d0-4202-a697-fe9176c15999","key_20530","30df78e6-11b6-4690-a368-110329cf8820","2149","2149.7","dependability engineer","RAMS engineer
dependability and security engineer
RAM engineer
reliability engineer
dependability engineer","Dependability engineers ensure the reliability, availability and maintainability (RAM) of a production process or a system. They focus on improving the capability to function without interruption and operate when needed, and on increasing the easiness of repairing, replacing or upgrading the product. ","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/07e60525-1aad-4099-aaf3-2c7014c92212","key_20531","1a8d500f-d3fd-411c-bc0f-a83b85e552e2","2511","2511.17","integration engineer","software integration engineer
ICT integration engineers
IT integration engineer
system integration engineer
integration engineer","Integration engineers develop and implement solutions which coordinate applications across the enterprise or its units and departments. They evaluate existing components or systems to determine integration requirements and ensure that the final solutions meet organisational needs. They reuse components when possible and assist management in taking decisions. They perform ICT system integration troubleshooting.","","Includes people performing managerial activities.","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/0809ea8a-4f77-4351-a7f1-b9a7b99b6c0b","key_20532","99d1f1ae-37c0-4214-bed8-1df43168182b","2112","2112.1.3","weather forecaster","weather forecast anchor
meteorology science researcher
media weather forecaster
senior weather forecaster
meteorology research analyst
weather anchor
meteorology scientist
meteorology analyst
numerical weather forecaster
on-line weather forecaster
meteorology researcher
weather presenter
operational weather forecaster
weather forecast presenter
weather forecasters
weather forecaster","Weather forecasters gather meteorological data. They predict the weather according to these data. Weather forecasters present these forecasts to the audience via radio, television or online.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/080bce18-066b-4431-90ed-e07608f73fe0","key_20533","ed1740dd-093f-4ad6-88eb-168d46727ffb","2659","2659.3","street artist","muralist
street caricaturist
street visual artist
street artist
light street artist
graffiti artist
paste-up street artist
urban artist
stencil artist
pictorial muralist","Street artists create visual art such as graffiti art or sticker art in urban environments' public spaces, on the streets, typically expressing feelings or political views and ideas, opting for non-traditional art venues.","","Excludes outdoors performing artists.","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/080fc550-b7ca-4576-aaf5-06fffbede994","key_20534","66b66d08-914e-4642-8568-6b65723492ca","1431","1431.2.5","spa manager","wellness manager
spa and wellness manager
spa manager
spa director
spa managers
manager of spa","Spa managers coordinate the day-to-day operations of the spa establishment in order to provide guests with the best customer experiences. They oversee the activities and performance of staff, manage the financial aspects of the Spa, deal with suppliers and run advertising campaigns for the spa in order to attract more customers.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/082c234c-0dda-490a-b5af-757c3e48da90","key_20535","39fdc3a5-a99d-4a75-aa7d-e078d66c0d62","3421","3421.1","professional athlete","athlete
pole vault athlete
professional sports player
discus athlete
long jump athlete
aviation sport athlete
bull fighter
professional athlete
professional handball player
horse rider
hockey player
olympic athlete
long distance runner
skater
snowboarder
middle distance runner
javelin athlete
professional rugby player
sportswoman
race car driver
basketball player
professional baseball player
professional soccer player
tennis player
rugby player
volleyball player
professional basketball player
snow sports athlete
skier
professional volleyball player
track and field athlete
professional football player
motorcycle driver
roller skater
high jump athlete
long distance athlete
handball player
boxer
professional surfer athlete
sports player
football player
cyclist
golf player
professional hockey player
wrestler
middle distance athlete
sportsman","Professional athletes compete in sports and athletic events. They train on a regular basis and exercise with professional coaches and trainers. ","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/08984bec-31d8-4bb0-aa2f-d557761ff029","key_20536","2f893be3-904f-476c-a04e-725def46f887","2250","2250.8","specialised veterinarian","porcine health management veterinarian
wildlife health management veterinarian
veterinary pathologist
sports medicine and rehabilitation veterinarian
small mammal medicine veterinarian
veterinary dermatologist
emergency medicine veterinarian
veterinary oncologist
herpetological medicine veterinarian
bovine health management veterinarian
veterinary cardiologist
poultry veterinary scientist
animal behavioural medicine veterinarian
specialized vet
veterinary comparative nutritionist
veterinary dentist
specialized veterinarian
veterinary theriogenologist
veterinary neurologist
veterinary ophthalmologist
veterinary microbiologist
companion animal internal medicine veterinarian
veterinary clinical pathologist
veterinary anaesthetist
veterinary parasitologist
zoological medicine veterinarian
laboratory animal veterinarian
small ruminant health management veterinarian
veterinary pharmacologist and toxicologist
equine internal medicine veterinarian
aquatic animal health veterinarian
specialized vets
diagnostic imaging veterinarian
specialised veterinarian","Specialised veterinarians are professionals with a comprehensive scientific education. They have the authority to carry out, in an independent, ethical and personally responsible capacity, all aspects of veterinary medicine, in the interest of the health and welfare of animals and public health in accordance with national and international legislation. In addition they need a recognized qualification and/or experience in a specific species and/or veterinary procedure. 
 
","","Veterinary specialisms are generally classified according to species and/or procedures, for example:
Species covered may include equine and zoological animals 
Procedures covered may include cardiology, orthopaedics 

Current lists  of specialisms and details for the specific qualifications and experience required can be found at: 
http://www.ebvs.org and/or https://www.avma.org/Pages/home.aspx. You are advised to contact the relevant national regulatory body for further information.","http://data.europa.eu/esco/regulated-professions/regulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/08edf4c5-3551-4690-9d09-f9b8b9194c90","key_20537","42ee4cd3-83d4-4aad-bb15-79060f154b80","3435","3435.4","automated fly bar operator","automation operator & programmer
automated fly bar operator
lead automation operator
automated fly bar technician
automation programmer & operator
theatre automated rigging operator
automation programmer and operator
stage automation operator
automation operator and programmer","Automated fly bar operators control the movements of sets and other elements in a performance based on the artistic or creative concept, in interaction with the performers. Their work is influenced by and influences the results of other operators. Therefore, the operators work closely together with the designers, operators and performers. Automated fly bar operators prepare and supervise the setup, program the equipment and operate automated fly bar systems, rigging systems or systems for horizontal movement. Their work is based on plans, instructions and calculations. The manipulation of heavy loads close to or above performers and audience makes this a high risk occupation. 
 
 ","","Includes rigging operators. 
 Includes people working in event and rental activities.","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/08f5481e-9233-4ef2-9e4b-945224879ce5","key_20538","0286fb80-e90b-45f7-9bb8-ad9a6244cc50","3119","3119.4","commissioning technician","senior commissioning technician
commissioning technician","Commissioning technicians work with commissioning engineers to supervise the final stages of a project when systems are installed and tested. They inspect the correct functioning of the equipment, facilities and plants and when necessary they perform repairs and maintenance.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/0917ab6b-18a8-4cfd-8e7a-843b88cf9457","key_20539","a20709ea-5e09-430b-9964-77ee1b5e2719","1213","1213.5.1","branch manager","regional director
branch supervisor
international business manager
branch office administrator
recruitment agency manager
area office manager
branch manager
subsidiary manager
branch chief
regional manager
regional administrative manager","Branch managers are responsible for the management of all the affairs related with a company in a specific geographic region or business branch. They receive indications from the headquarters, and depending on the structure of the company, they aim to implement the strategy of the company while adapting it to the market where the branch operates. They envision management of employees, communications, marketing efforts, and follow up to results and objectives.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/092fdeeb-a76f-4ed2-b248-90fd6eaaffef","key_20540","2320fc16-a5b0-4d37-9c85-3b08aeae3827","2513","2513.2","search engine optimisation expert","search engine optimization expert
search engine optimisation specialist
search engine optimiser
SEO expert
SEO specialist
growth hacker
inbound marketer
SEO experts
search engine optimisation experts
search engine optimisation consultant
search engine marketing specialist
search engine optimisation expert","Search engine optimisation experts increase the ranking of a company's web pages with regard to target queries in a search engine. They create and launch SEO campaigns and identify areas of improvement. Search engine optimisation experts may conduct pay per click (PPC) campaigns.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/094b9f9b-7e89-4f34-adbb-fbaf7246f7a4","key_20541","8637354a-e0ee-43dc-a487-fcbf5dbc82a3","7126","7126.14","water network operative","water network operator
water supply network operative
water supply network operator
pumping station operator
water network worker
pumping station worker
water network operative
water leakage technician
leakage operative
water network repair technician
water network maintenance technician
pumping station operative
water supply network worker
water network technician
water and sewerage operative","Water network operatives maintain pipes and pumping stations used for water supply, waste water removal and sewerage. They perform planned maintenance and repair tasks and clear blockages in pipes and drains.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/094e04fd-3039-4615-850b-b232794f84f5","key_20542","b44b11ba-f36e-4e3c-a8b4-b89ae81c261b","2635","2635.3.27.1","youth information worker","youth agent
school youth worker
youth advisor
youth informant
youth information animator
information mission leader
youth information expert
youth information provider
youth moderator
youth project consultant
youth mentor
extracurricular manager
youth information consultant
youth career consultant
youth facilitator
youth centre director
youth consultant 
information and youth advice technician 
field information worker
youth counsellor 
youth information worker","Youth information workers deliver youth information, guidance and counselling services in a variety of settings in order to empower young people and support their wellbeing and autonomy. They ensure that those services are accessible, resourced and welcoming for young people and run activities aimed at reaching the entire youth population, by means that are effective and appropriate for different groups and needs. Youth information workers aim to enable young people to make their own informed choices and become active citizens. They work in close partnership with other services.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/095169ac-feee-4fcf-bff7-222ab6d84bc4","key_20543","c3f46b40-9337-4ed2-8ab8-b51b1b32a7f4","3323","3323.2.1","green coffee buyer","green coffee acquisition specialist
green coffee buyer
green coffee purchaser
coffee buyer
green coffee procurement specialist"," Green coffee buyers purchase green coffee beans from producers all around the world commissioned by coffee roasters. They have a deep knowledge of the process of coffee from the fruit to the cup. 
","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/0959cd1d-f6c8-4362-939a-ad7d5f75d659","key_20544","d4f3f8ac-bb05-4d29-8bc5-654197f6c603","2310","2310.1.14","economics lecturer","economics teacher
university economics lecturer
lecturer in economics
university lecturer in economics
professor of economics
senior lecturer in economics
economics lector
economics professor
higher education economics teacher
university economics teacher
lecturer of economics
economics instructor
economics lecturer
economics docent","Economics lecturers are subject professors, assistant professors, teachers, lectures, assistant lecturers, mentors who instruct students in their own specialised field of study, economics. They develop curriculum, prepare classes (lectures, practical classes, seminars, trainings etc.), monitor learning outcomes, supervise student study path. They conduct academic research in their field of economics and present their findings at the conferences and in publications. They are involved in some university management functions.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/099a901f-91a7-4d26-af2e-f385247dcf20","key_20545","43a99792-6753-49e9-8030-387e9da16741","5223","5223.2","motor vehicles parts advisor","light vehicle parts operative
LGV parts operative
LGV service operative
coach parts operative
bus parts advisor
PCV service operative
coach service operative
fleet service operative
motor vehicles parts advisor
fleet parts advisor
light vehicle parts advisor
bus and coach parts advisor
coach parts advisor
bus and coach service operative
LGV parts advisor
bus and coach parts operative
PCV parts advisor
heavy vehicle parts advisor
bus parts operative
light vehicle service operative
heavy vehicle parts operative
PCV parts operative
fleet parts operative
bus service operative
heavy vehicle service operative","Motor vehicles parts advisors sell motor vehicle parts, order parts and identify alternative parts.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
