"ID","ORIGINURI","UUIDHISTORY","OCCUPATIONGROUPCODE","CODE","DEFINITION","SCOPENOTE","REGULATEDPROFESSIONNOTE","OCCUPATIONTYPE","ISLOCALIZED","PREFERREDLABEL","ALTLABELS","DESCRIPTION"
"6877bbf5d5acfeeb0c5827b3","http://data.europa.eu/esco/occupation/35e42c87-faf7-465f-abe4-f26717996dd1","4bcd2162-e9bd-4458-92f6-4957a5eab50b
afd9aa25-9076-465f-be43-2dac3ee1e26a
c804ae65-50dc-43ac-9e55-f532b3dc27a5
791d302e-713a-4e3e-a58a-2d422b156271
ff4d1bd8-4163-488a-b75c-f54ecf5c5e3f
5532e31f-0efd-4a9c-bc55-8e7cbdc169dd","2330","2330.1.17","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","religious education teacher at secondary school","religious education teacher
high school religious studies teacher
secondary school religious education teacher
religious education teacher high school
religious education teacher in secondary school
RE teacher
high school RS teacher
secondary school RE teacher
high school religious education teacher
teacher of religious education in high school
high school RE teacher
religious studies teacher
RE teacher in secondary school
religious education teacher at secondary school","Religious education teachers at secondary schools provide education to students, commonly children and young adults, in a secondary school setting. They are usually subject teachers, specialised and instructing in their own field of study, religion. They prepare lesson plans and materials, monitor the students' progress, assist individually when necessary, and evaluate the students' knowledge and performance on the subject of religion through assignments, tests and examinations."
"6877bbf5d5acfeeb0c5827b4","http://data.europa.eu/esco/occupation/1ad4012e-30e3-492c-b42c-09cff3047574","a7d5b14a-73f3-49ae-b7f2-86d66bd19c25
624e7f51-2f58-4854-8def-e7a2df37de5a
5e449689-dd7b-4583-b3a0-1835baefcf5c
483e1d66-3792-485d-afde-17c256261d35
e363992f-c948-4690-bb8b-efc762b6a47c
8c5a0b00-e86a-42f1-bbc5-d867fc945ea0","2330","2330.1.18","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","science teacher secondary school","high school science teacher
teacher of science in secondary schools
science tutor secondary school
secondary school teacher of science
science teacher high school
secondary school science tutor
teacher of science in high school
science teacher
science teacher secondary school","Science teachers at secondary schools provide education to students, commonly children and young adults, in a secondary school setting. They are usually subject teachers, specialised and instructing in their own field of study, science. They prepare lesson plans and materials, monitor the students progress, assist individually when necessary, and evaluate the students knowledge and performance on the subject of science through assignments, tests and examinations."
"6877bbf5d5acfeeb0c5827b5","http://data.europa.eu/esco/occupation/8d315e32-73f6-463d-a335-c200e0bac97d","a23e8ba0-9d9e-4c77-86df-b73f14651da1
cf703eb1-04ad-44d6-8b22-601bcd1a7020
e358d4d5-cd5b-414d-82d5-1b4a8e372fb8
b4d7d591-4406-43f0-bc64-9eca3b4cd33a
79a40d87-b0c8-4a2d-8dfe-f69c1cdb55f2
b6983523-1f21-4bd7-a29f-eeabf621bc0c","2330","2330.1.2","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","biology teacher secondary school","teacher of biology in high school
high school biology tutor
biology teacher high school
high school biology teacher
secondary school biology tutor
biology teacher
secondary school teacher of biology
high school teacher of biology
teacher of biology in secondary school
high school tutor of biology
secondary school biology teacher
biology tutor in secondary school
biology teacher secondary school","Biology teachers at secondary schools provide education toÂ students, commonly children and young adults, in aÂ secondary school setting. They are usually subject teachers, specialised and instructing in their own field of study, biology. They prepare lesson plans and materials, monitor the students progress, assist individually when necessary, and evaluate the students knowledge and performance on the subject of biologyÂ through assignments, tests and examinations."
"6877bbf5d5acfeeb0c5827b6","http://data.europa.eu/esco/occupation/80c72c55-556a-41b1-87ef-a29c3d2afa6e","b4e5a508-6c64-4bd1-9480-5ad7276dcc6b
771557f3-077b-4d49-a3b1-5ad101f9cb66
bd6750ec-a3bc-4f97-a473-83daf43b9650
d7b4de17-b6dc-419b-a100-1c27530ecda6
53e867de-3244-4e3f-8b76-83b98f736996
a33b5637-ec73-42d3-9921-94870cc716e2","2330","2330.1.3","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","business studies and economics teacher secondary school","business studies and economics teacher
teacher of business studies and economics in high school
teacher of business studies and economics in secondary schools
high school business studies and economics teacher
high school economics teacher
business studies and economics teacher high school
secondary school business studies teacher
high school business studies teacher
teacher of economics in high school
teacher of business studies in high school
secondary school business studies and economics teacher
secondary school economics teacher
business studies and economics teacher secondary school","Business studies and economics teachers at secondary schools provide education toÂ students, commonly children and young adults, in aÂ secondary school setting. They are usually subject teachers, specialised and instructing in their own field of study, business and economics. They prepare lesson plans and materials, monitor the students progress, assist individually when necessary, and evaluate the students knowledge and performance on the subject of business and economicsÂ through assignments, tests and examinations."
"6877bbf5d5acfeeb0c5827b7","http://data.europa.eu/esco/occupation/ff142063-f89d-446d-92ac-9a3a124210a0","8ae2e66a-5ecd-4abe-bba6-e4bbaeae450a
01df7e5f-6f74-496b-8332-00d124426711
a193e11d-58af-454a-bc06-11d3d379a22b
9c9b1bf3-dc1b-47bf-9de1-9bbb8ca87200
72bb9279-0253-4019-a425-12232d5cb4b6
ef10e1f9-6b3c-4d8f-a564-f4a008a84704","2330","2330.1.4","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","chemistry teacher secondary school","chemistry studies high school teacher
high school chemistry teacher
secondary school chemistry tutor
teacher of chemistry in secondary schools
chemistry tutor secondary school
secondary school teacher of chemistry
chemistry studies teacher in secondary school
chemistry teacher high school
chemistry teacher secondary school","Chemistry teachers at secondary schools provide education to students, commonly children and young adults, in a secondary school setting. They are usually subject teachers, specialised and instructing in their own field of study, chemistry. They prepare lesson plans and materials, monitor the students progress, assist individually when necessary, and evaluate the students knowledge and performance on the subject of chemistry through assignments, tests and examinations."
"6877bbf5d5acfeeb0c5827b8","http://data.europa.eu/esco/occupation/2b6bb2d1-54b0-4feb-8c6c-8ba20adde1df","de5cd38e-31a2-4ea4-b7c8-1de211f53531
4c4e5452-975e-43a2-8ca8-c8b0d49f951f
b82a912a-a401-4aac-8667-578f25439d70
8578d96a-cf79-482f-9019-39a4e64dea0b
68d1b986-b38d-4c94-8ce9-5ab08817a900
edead7e2-4ce2-4374-a3bb-6d18a04c4790","2330","2330.1.5","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","classical languages teacher secondary school","classical languages teacher in high school
secondary school latin teacher
high school latin teacher
secondary school classical languages teacher
high school classical languages teacher
classical languages teacher high school
teacher of classical languages in secondary school
classical languages teacher secondary school","Classical languages teachers at secondary schools provide education toÂ students, commonly children and young adults, in aÂ secondary school setting. They are usually subject teachers, specialised and instructing in their own field of study, classical languages. They prepare lesson plans and materials, monitor the students progress, assist individually when necessary, and evaluate the students knowledge and performance on the subject of classical languagesÂ through assignments, tests and examinations."
"6877bbf5d5acfeeb0c5827b9","http://data.europa.eu/esco/occupation/f6ca9392-708d-46cb-a2e9-51519595baa2","b14cdb39-1148-4a92-b5f5-0958902d0bb8
a2ec8e25-7abc-4ee4-92ed-933c7f5e3704
8202c92c-ea92-4e83-870f-9e6a8f1b5b3a
311051e0-7b27-41c7-be77-930eae1bb372
893a6ea7-0dca-4650-b34f-eb0e29cdcbf7
24f6525d-fbbb-4513-b93e-ff2dd749f20c","2330","2330.1.6","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","drama teacher secondary school","dramatic arts teacher secondary school
teacher of drama in secondary schools
secondary school drama teacher
drama teacher
secondary school drama tutor
high school performing arts teacher
high school dramatic arts teacher
drama teacher high school
high school drama teacher
high school performing and dramatic arts teacher
drama tutor secondary school
drama teacher secondary school","Drama teachers at secondary schools provide education to students, commonly children and young adults, in a secondary school setting. They are usually subject teachers, specialised and instructing in their own field of study, drama. They prepare lesson plans and materials, monitor the students progress, assist individually when necessary, and evaluate the students knowledge and performance on the subject of drama through assignments, tests and examinations."
"6877bbf5d5acfeeb0c5827ba","http://data.europa.eu/esco/occupation/89a3b3af-7264-4e00-9a14-21e5fbd4ee87","31e0cc20-e445-4a08-9882-b51fb659b2f7
d3bca8e0-6a52-4298-bf7a-0e8566e0198a
2916402e-2f19-4643-8347-0e1b1148301a
23975094-f15d-4836-ab8e-cd7179b09703
85c2e9fe-fb76-4af9-8b7f-32968d89150a
63f51d24-4ef2-4ead-b34c-3bb6cbd250dd","2330","2330.1.7","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","geography teacher secondary school","secondary school teacher of geography
geographical studies teacher in secondary school
geography teacher high school
secondary school geography tutor
geography tutor secondary school
teacher of geography in secondary schools
high school geography teacher
geographical studies high school teacher
geography teacher
geography teacher secondary school","Geography teachers at secondary schools provide education toÂ students, commonly children and young adults, in aÂ secondary school setting. They are usually subject teachers, specialised and instructing in their own field of study, geography. They prepare lesson plans and materials, monitor the students progress, assist individually when necessary, and evaluate the students knowledge and performance on the subject of geographyÂ through assignments, tests and examinations."
"6877bbf5d5acfeeb0c5827bb","http://data.europa.eu/esco/occupation/27e16eef-c7a6-4577-bc3f-727d01ec1958","c5d2c0c1-8e1c-4cc2-9756-992744136fd6
98976517-7bb9-40d1-92c0-9f489fad7304
15c9e379-66f4-45a3-99b6-fab38e4196be
c443c2fd-3317-43f3-98a2-f7e714d65fc5
e9450a32-ed07-42bf-8649-4b8955662929
fd13e625-f091-4514-991e-f08c31ca76a0","2330","2330.1.8","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","history teacher secondary school","teacher of history in secondary school
history teacher high school
teacher of history in high school
secondary school history tutor
history tutor in high school
history tutor in secondary school
high school history teacher
high school history tutor
history teacher
history teacher in high school
secondary school history teacher
history teacher secondary school","History teachers at secondary schools provide education toÂ students, commonly children and young adults, in aÂ secondary school setting. They are usually subject teachers, specialised and instructing in their own field of study, history. They prepare lesson plans and materials, monitor the students progress, assist individually when necessary, and evaluate the students knowledge and performance on the subject of history through assignments, tests and examinations."
"6877bbf5d5acfeeb0c5827bc","http://data.europa.eu/esco/occupation/0d595b87-a1fc-410c-abbe-88b92cb0d334","12f2d7be-b299-46f4-81b4-7ffc28fa5878
c04626a8-a71e-4efe-b10b-a9aca8372f46
225963c0-3d21-4cad-abb6-10bf50ec4053
657e284a-8371-45d8-88a5-571be1c55b7d
53cd3ebb-e7f7-40f2-ac86-7383a7bfecd0
aa528a0b-e9a5-4c98-b5f2-7472e8b71d6e","2330","2330.1.9","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","ICT teacher secondary school","high school information and communication technology teacher
teacher of ICT in high school
computing teacher
high school ICT and computing teacher
ICT teacher
high school computing teacher
secondary school computing teacher
high school ICT teacher
secondary school ICT tutor
ICT teacher high school
teacher of ICT in secondary schools
ICT teacher secondary school","ICT teachers at secondary schools provide education to students, commonly children and young adults, in a secondary school setting. They are usually subject teachers, specialised and instructing in their own field of study, ICT. They prepare lesson plans and materials, monitor the students progress, assist individually when necessary, and evaluate the students knowledge and performance on the subject of ICT through assignments, tests and examinations."
"6877bbf5d5acfeeb0c5827bd","http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302","5f08a7fa-5174-4ea8-94a6-b4de3072a461
ebb9955c-01a7-4888-8584-3de0d2b732a0
8f20c466-cfca-4137-9279-e9c51d13e08b
a0326467-5afa-42fe-acd9-b6a87ec46cf0
5e48eb2e-5d1a-4475-b1ac-0dbe14cdb3b2
e6c6ebbd-dda2-45c2-981e-780ce1fcf7f9","2341","2341.1","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","primary school teacher","primary school music teacher
primary school educator
educator in primary school
primary education teacher
teacher in a primary school
music teacher primary school
educator in primary education
teacher in primary education
elementary school teacher
primary education professional
primary school teacher
foundation phase school teacher
foundation phase school teacher african language (grades r-3)
primary teacher-librarian
foundation school teacher other language (grades r-3)","Primary school teachers instruct students on a primary school level. They develop lesson plans in line with curriculum objectives for the variety of subjects they teach, including mathematics, languages, nature studies and music. They monitor the students' learning development and evaluate their knowledge and skills on the subjects taught through tests. They build their course content on the students' knowledge of previous learnings and encourage them to deepen their understanding on the subjects they are interested in. They use class resources and teaching methods to create an inspiring learning environment. Primary school teachers also contribute to school events and communicate with parents and administrative staff."
"6877bbf5d5acfeeb0c5827be","http://data.europa.eu/esco/occupation/3b755cda-c4b0-4fa1-8621-372f28ccc2e9","2f8e6c64-d4f1-4f81-9854-ed9cb9b855e4
227831f5-1c12-429e-a296-cd1edbc569b4
deec5db7-e52b-4619-be01-61b027544869
aae4360e-3cf6-477f-9792-910d960d3507
3b7578c6-058a-488f-8c3c-4bc75053fae9
d59b5b4e-4e35-4349-b90f-98b5a1550218","2341","2341.1.1","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","Steiner school teacher","Steiner school teaching practitioner
Steiner school teacher
Waldorf school teacher
Steiner Waldorf school educator
Waldorf school instructor
Steiner school instructor
teacher in Steiner school
Steiner Waldorf school teacher
Waldorf school educator
Steiner teacher","Steiner school teachers educate students using approaches that reflect the (Waldorf) Steiner philosophy and principles. They focus on practical, hands-on activities in the curriculum and instruct their classes in a manner that emphasises the development of the students' social, creative and artistic capacities. Steiner school teachers instruct students in similar subjects to the ones in standardised education, although using a different approach, and with the exception of a higher amount of classes focused on creative and artistic practice and theory. They use teaching techniques that support the (Waldorf) Steiner school philosophy, evaluate students' learning progress and communicate with other school staff."
"6877bbf5d5acfeeb0c5827bf","http://data.europa.eu/esco/occupation/55d60ead-0343-4008-b9e4-fb4b5a179c83","56d78453-1800-4859-8c66-64330ccf096c
4519a3cb-2865-48dd-8f05-4aae06d0468f
ea05f6e4-eae6-430f-a6c7-aa544b064eae
e0cc7dfd-6f93-4211-abf4-ee0d190ac57a
28a55fb7-b427-4625-820c-5f72e4bae91d
57958534-1b08-4568-bc56-c6651abb0cae","2342","2342.1","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","early years teacher","preprimary school teacher
kindergarten teacher
reception teacher
preschool teacher
nursery teacher
early years teacher
pre-school director
pre-school coordinator
early childhood development practitioner african language
pre-primary education associate professional
early intervention teacher
early childhood development practitioner other language
playschool teacher
early childhood development practitioner
early childcare teacher","Early years teachers instruct students, primarily young children, in basic subjects and creative play with the aim of developing their social and intellectual skills in an informal way in preparation for future formal learning. They create lesson plans, possibly in accordance with a fixed curriculum, for an entire class or smaller groups and test the students on the content. These lesson plans, based on basic subjects, can include the instruction of number, letter, and colour recognition, days of the week, categorisation of animals and transport vehicles etc. Early years teachers also supervise students outside the classroom on school grounds and enforce rules of behaviour there as well."
"6877bbf5d5acfeeb0c5827c0","http://data.europa.eu/esco/occupation/8befd482-70e2-4d1e-8a09-091e15fe85c3","0ef95d2b-1023-4cce-a853-5abc5d5f2a3d
e510a21c-3ad7-47d5-ad97-0695b89043cf
c5f49dd2-d30c-439b-8c8d-15f766fd32fe
2101348f-0c8a-46b7-88d8-3b3b8fe99c5d
e8f6110b-5d06-4c1f-a4c4-d329293fbbe6
94ca5bd3-2916-4776-842b-8f4ca314a108","2342","2342.2","","Includes:
- people working in institutions at other education levels","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","Freinet school teacher","Freinet school teaching practitioner
Freinet pedagogy teacher
teacher in Freinet primary school
Mouvement de l'École Moderne teacher
teacher in Freinet school
Freinet primary school teacher
Freinet school educator
Freinet school teacher
Freinet class school teacher
Modern School Movement teacher
Modern School Movement methodology teacher
Freinet teacher
Freinet school instructor","Freinet school teachers educate students using approaches that reflect the Freinet philosophy and principles. They focus on enquiry-based, democracy-implementing and cooperative learning methods. They adhere to a specific curriculum that incorporates these learning methods through which students use trial and error practices in order to develop their own interests in a democratic, self-government context. Freinet school teachers also encourage students to practically create products and provide services in and outside of class, usually handcrafted or personally initiated, implementing the 'pedagogy of work' theory. They manage and evaluate all the students separately according to the Freinet school philosophy."
"6877bbf5d5acfeeb0c5827c1","http://data.europa.eu/esco/occupation/76a950cb-3def-47f4-895d-555ad138657e","856deef8-2b19-474a-976f-e3ba8b81f3cc
5de3f82d-885a-4c8c-95fd-9fd65a635f83
5390764d-ce45-4aad-8af7-d9b399bd979a
a41ea304-f852-41d3-adcc-c16b857845d8
4fd29556-e2e9-40a3-b85b-a1bcd9af55ce
8c05208b-424a-4916-96b8-3fe866107c7f","2342","2342.3","","Includes:
- people working in institutions at other education levels","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","Montessori school teacher","Montessori assistant to infancy
Montessori multi-age classroom teacher
Montessori educator
Montessori teacher
Montessori school teacher
Montessori elementary teacher
multi-age classroom teacher
composite class Montessori teacher
Montessori primary teacher
teacher in a Montessori school
Montessori school instructor
Montessori school teaching practitioner","Montessori school teachers educate students using approaches that reflect the Montessori philosophy and principles. They focus on constructivist and ""learning through discovery"" teaching models, through which they encourage students to learn from first-hand experience rather than through direct instruction and thus provide the students with a relatively high level of freedom. They adhere to a specific curriculum that respects the students' natural, physical, social and psychological development. Montessori school teachers also teach classes with students differing up to three years in age in rather large groups, manage, and evaluate all the students separately according to the Montessori school philosophy."
"6877bbf5d5acfeeb0c5827c2","http://data.europa.eu/esco/occupation/d89b23c2-d042-4ca6-a917-109fe5a0b30c","fc84de4f-11be-4a50-9dac-906caf7a3b1c
0d9db0b1-0b30-4eef-a837-bd0fe7060d84
5436869c-1a6c-43a3-82cd-537c04d264c7
46080c89-4a17-4f58-95e1-77c6b8497b47
eba6de9d-b4cb-437b-8c7a-858083c22128
b30c4034-4954-4651-8b55-8ede82828e78","2351","2351.1","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","curriculum administrator","education consultant
curriculum support administrator
education administrator
education officer
curriculum management administrator
curriculum director
curriculum developer
curriculum enhancement administrator
curriculum coordinator
education manager
curriculum specialist
curriculum administrator
teaching aids specialist
education coordinator
curriculum manager
curriculum development consultant
education / training methods specialist
curriculum advisory officer / facilitator
education and training quality assurance (etqa) officer / manager
education / training consultant
education / training verifier
curriculum development audit officer
academic development coordinator
home-school liaison officer
education / training specialist
education or training advisor
academic advisor
pre-school advisor","Curriculum administrators develop and improve the curricula of education institutions. They analyse the quality of existing curricula and work towards improvement. They communicate with education professionals to ensure an accurate analysis. They report on curriculum developments and perform administrative duties."
"6877bbf5d5acfeeb0c5827c3","http://data.europa.eu/esco/occupation/5a282a39-5346-454a-b1ef-c1217c50e156","65274d4c-fbd8-45a1-8454-1a3071dc27a2
904e6dc2-5077-4089-8d8d-69630078fc02
95341d9e-f39a-4978-9f53-ee7137277288
a5596356-dc7a-40e3-8a75-32aa8a85bb71
7b88283e-024a-41ee-b43a-45bf23d51f50
23c64035-455c-466a-8899-68834b166884","2351","2351.2","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","educational researcher","educational science researcher
educational research scientist
educational analyst
education studies research analyst
educational researcher
educational scientist
education researcher
education methods specialist
educational research analyst
education studies research scientist
pedagogue
education studies analyst
education studies scientist
education studies scholar
education studies researcher
educational scholar","Educational researchers perform research in the area of education. They strive to broaden the knowledge on how education processes, educational systems, and individuals (teachers and learners) work. They foresee areas of improvement and develop plans for the implementation of innovations. They advise legislators and policy makers on educational issues and assist in the planning of educational policies."
"6877bbf5d5acfeeb0c5827c4","http://data.europa.eu/esco/occupation/9b51a2d2-999a-43a6-a814-63dd30a585fa","0e36c5a6-06cb-4d9e-bbda-ea9b3d6d97d9
67ee9ef9-a982-4a54-b51e-ad447736ced3
c6a8a63c-fe95-4479-8d80-96a97dc0b6e0
a53323ef-e716-435a-9052-d7f405ef4094
5827eeb3-8062-4f6f-aacc-41382d4a6b95
0327c352-e011-493d-8681-ef4034efe19e","2351","2351.3","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","education inspector","education institution inspector
education inspector
school inspector
inspector of education institutions
OFSTED inspector
inspector of education
her majesty's inspector of education
education authority officer
inspector of schools","Education inspectors visit schools to ensure that the staff perform their tasks compliant with educational rules and regulations, as well as overseeing that the school's administration, premises, and equipment conform to regulations. They observe lessons and examine records to assess the school's operation and write reports on their findings. They provide feedback and give advice on improvement, as well as report the results to higher officials. Sometimes they also prepare training courses and organize conferences that the subject teachers should attend."
"6877bbf5d5acfeeb0c5827c5","http://data.europa.eu/esco/occupation/9a26d76b-b9e3-46ae-ab4b-057a1262138b","40a21d86-9647-4236-9994-eca8a1d61f7a
47997022-8598-4b3b-9801-87f53009e97a
f21d09a1-1f91-4986-bad1-2e8fdbff023d
0293db84-5c4b-4ab4-b563-782a0cd144a6
7e6470e5-a50c-420e-9765-db5512200196
16b11b70-47cf-4f29-bed1-90c3f91f5495","2351","2351.4","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","special educational needs coordinator","special educational needs officer
special educational needs coordinator
inclusive education coordinator
SEN officer
SEN coordinator
special educational needs director
special education coordinator
coordinator of special educational needs
SEN director
special education officer","Special educational needs coordinators oversee programmes and activities that provide educational support to children with a variety of disabilities. They ensure they are up to date with the latest developments in the special needs research field with the objective of facilitating the special education processes needed to maximise the growth and learning potential of students with special learning needs, and advise the special education principal of these developments and new programme proposals."
"6877bbf5d5acfeeb0c5827c6","http://data.europa.eu/esco/occupation/976cbfcc-8958-4800-a435-71d15405a42a","7261b6e3-121c-4cfd-a0e7-460698ab0405
950e327f-624f-448d-9868-a81c047662e6
4cb68fd5-95da-4aa4-9de9-1e8914fa8620
ccdf1ce1-6854-4545-bed4-2fb594dd93a1
2d2784bb-acf0-4371-b103-4b157439ad92
ffbcf796-9a00-4697-80eb-4c69e6dfd689","2352","2352.1","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","true","special educational needs teacher","special educational needs teacher
autism teacher
special education resource teacher
special educational needs professional
teacher in special education needs
teacher for hearing impaired children
special needs educator
SEN teacher
teacher of special educational needs
educator in special educational needs
special needs teacher
special education teacher
education therapist
visual impairment special needs teacher
neurological and neuro-development special education teacher
behaviour support teacher
learning support teacher
chronic and mental health special needs teacher
deaf and hard of hearing special needs teacher
teacher of gifted students
rehabilitation teacher
special education teacher (mentally / physically handicapped)
skills and vocational special needs teacher
remedial teacher
augmentative and alternative communication special education teacher
behaviour management special needs teacher
cognitive and impairment special needs teacher
physical impairment special education teacher
autism special education teacher","Special educational needs teachers work with and teach children, young people, and adults with an intellectual or physical disability. They use a range of specialised concepts, strategies and tools to optimise learners' communication, mobility, autonomy, and social integration. They select teaching methods and support resources to enable individual learners to maximise their potential for independent living."
"6877bbf5d5acfeeb0c5827c7","http://data.europa.eu/esco/occupation/02f1ae71-f89c-47b7-af2c-50d7ab1d9b8a","ca8c5df2-85d5-4c32-b6fd-b3e7b169d688
5a2cf229-4094-486b-991e-acf59c8904c3
0c83f8ec-3d4a-4aed-aa46-883029551ad4
3b0cc42c-ab5c-4a29-b61e-37d55cc55ca8
f02b83d9-0869-421d-a7a5-cf718476b817
04544e73-49df-49fe-af12-85181d8e3b36","2352","2352.1.1","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","adult literacy teacher","instructor in adult literacy and numeracy
teacher of adult literacy and numeracy
adult literacy instructor
adult literacy teacher
adult literacy lecturer
literacy tutor
teacher of adult literacy
skills for life teacher
adult literacy and numeracy instructor","Adult literacy teachers instruct adult students, including recent immigrants and early school leavers, in basic reading and writing skills, usually on primary school level. Adult literacy teachers involve the students in the planning and executing of their reading activities, and assess and evaluate them individually through assignments and examinations."
"6877bbf5d5acfeeb0c5827c8","http://data.europa.eu/esco/occupation/b6beb46d-9ed2-4a66-9117-7e3f21f234dd","0485e8b9-def7-49a8-8434-312c7d4e99e2
61a3dbde-e239-4102-aeef-bd9119b6a85a
c8500f01-33c2-471a-b07e-814cb2c05ad9
96815200-96a7-4637-98d9-f3ee4ddd1a45
aa7a9911-37af-4e73-b0e6-d81bb757a4fb
44911bec-e573-422c-abfb-13bb707dfa8c","2352","2352.1.2","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","early years special educational needs teacher","preschool special educational needs teacher
early years teacher in special educational needs
early years SEN teacher
early childhood special educational needs teacher
nursery special educational needs teacher
early years special needs teacher
teacher in early years special educational needs
teacher in early years SEN
early years special educational needs teacher","Early years special educational needs teachers provide specially-designed instruction to students with a variety of disabilities on a kindergarten level and ensure they reach their learning potential. Some early years special educational needs teachers work with children who have mild to moderate disabilities, implementing a modified curriculum to fit each student's specific needs. Other early years special educational needs teachers assist and instruct students with intellectual disabilities and autism, focusing on teaching them basic literacy and life skills. All teachers assess the students' progress, taking into account their strengths and weaknesses, and communicate their findings to parents, counselors, administrators and other parties involved."
"6877bbf5d5acfeeb0c5827c9","http://data.europa.eu/esco/occupation/114c5a6c-1869-4a67-8ec0-660ec303f8cc","0ddeb0db-7a94-4bb5-8833-ddab76b95c79
a211e29c-994b-4506-a3c6-cf6ed84ebc43
037cfca8-0d6f-4db2-be11-a89961c30e96
57e44163-e910-42cb-ba16-956d67f7a5cb
e66d7a01-59ba-4cbd-ab08-781c9fb740c0
d16bfc54-d91f-4878-a86f-b88de7f64aa5","2352","2352.1.3","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","learning support teacher","learning support practitioner
learning support educator
teacher in learning support
compensatory teacher
learning support teacher
early intervention specialist
developmental teacher
development support teacher
practitioner of learning support teaching
basic skills teacher","Learning support teachers assist students who have general learning difficulties. Learning support teachers focus on basic skills such as numeracy and literacy and thus teach basic subjects such as writing, reading, math and languages and they work for an educational institution such as a primary or secondary school. They support students in their school work, plan learning strategies, identify their learning needs and progress, and act accordingly. They can work in various educational set-ups and act as support for other teachers or manage their own class."
"6877bbf5d5acfeeb0c5827ca","http://data.europa.eu/esco/occupation/622ccd55-910f-483d-8661-44c6162156bf","c8ad9fad-63ef-47fb-8a7c-e3f879334b97
9d920089-524e-4343-b348-4dc0459dc652
253d7c3a-4ae1-44eb-bbf1-09f73a27c8b0
a9cda191-b56e-4af2-8af0-e9b396246d84
1901cc0e-6cd6-44b0-aef4-6d1615b28293
49cbeeb2-785c-4024-9f30-0abc8e88ea85","2352","2352.1.4","","Excludes:
- [government minister](urn:esco:occupation:404a50e9-61ce-448d-a695-bbfc697a0727)
- people performing religious duties and travel to people's homes","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false","special educational needs itinerant teacher","special educational needs itinerant teacher
special needs peripatetic teacher
special educational needs peripatetic teacher
SEN visiting teacher
visiting teacher for special needs
special educational needs visiting teacher
SEN itinerant teacher
SEN peripatetic teacher","Special educational needs itinerant teachers instruct disabled or sick children in their homes. They are specialised teachers employed by (public) schools to teach those unable to physically attend school, but also to assist the student, the parents and the school in their communication. They also fulfil the function of a social school worker by helping the students and parents with a student's potential behavioural issues and enforce, if necessary, school attendance regulations. In case of a possible physical (re)admission to school, visiting teachers advise the school regarding suitable classroom guidance strategies and advisable teaching methods to support the student and make the transition as agreeable as possible."
