"ID","ORIGINURI","UUIDHISTORY","CODE","CREATEDAT","UPDATEDAT","SCOPENOTE","PREFERREDLABEL","ALTLABELS","DESCRIPTION"
"687671b2ebd2bf665349a415","http://data.europa.eu/esco/isced-f/0531","9b17840d-52ef-4f47-be45-de262e59a32d
3cb2f470-f99b-4d07-80c2-604fd101844c
d5280941-feb8-4119-99d5-a28d1338846d
b97515be-771f-4e84-888f-ed49056a9ff8","","2025-07-15T15:20:19.535Z","2025-07-15T15:20:19.535Z","","química","química","La química es el estudio de las sustancias y sus elementos y cómo reaccionan cuando se combinan.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Química inorgánica
Química orgánica
Química física

=== Exclusiones
La bioquímica se excluye de este campo detallado y se incluye en el campo detallado 0512 'Bioquímica'."
"687671b2ebd2bf665349a416","http://data.europa.eu/esco/isced-f/0532","4b4dc71a-a352-402b-a95d-67027ebfde80
163e284d-42d9-42a7-a2f9-27f90adaba52
608a4232-9284-4bdd-9d4f-740df51a8132
9b0acaa7-9d91-4397-8a78-cd6d992b46fa","","2025-07-15T15:20:19.535Z","2025-07-15T15:20:19.535Z","","ciencias de la Tierra","ciencias de la Tierra","Las ciencias de la Tierra son el estudio de la composición y la estructura de la Tierra, incluida la hidrosfera y la atmósfera.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Investigación del clima
Ciencia de la Tierra
Geodesia
Geografía (física)
Geología
Geomática
Tecnología geoespacial
Meteorología
Oceanografía
Sismología

=== Exclusiones
La geografía social se excluye de este campo detallado y se incluye en el campo detallado 0314 'Sociología y estudios culturales'. La ciencia del suelo se excluye de este campo detallado y se incluye en el campo detallado 0811 'Producción de cultivos y ganado'."
"687671b2ebd2bf665349a417","http://data.europa.eu/esco/isced-f/0533","e7c0fc30-7e9b-4211-a3fc-a8bf3a314ff6
6d07ab6b-bd89-47d2-aa36-45b86eabbbcf
ffff8783-38ce-412e-9a51-92817a8c0d64
cac819b2-9740-4d9c-936b-3ee91865d55f","","2025-07-15T15:20:19.535Z","2025-07-15T15:20:19.535Z","","física","física","La física es el estudio de las propiedades e interacciones de la materia y la energía. Incluye el estudio de la astronomía y la ciencia espacial.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Astronomía
Astrofísica
Física química
Física médica
Óptica
Física
 Ciencia espacial

=== Exclusiones
La práctica de los ópticos se excluye de este campo detallado y se incluye en el campo detallado 0914 'Tecnología de diagnóstico y tratamiento médico'."
"687671b2ebd2bf665349a418","http://data.europa.eu/esco/isced-f/0539","c3492c8e-55d6-4f1f-83e4-43d3382783c3
9214d744-dac3-4565-86f5-0ed747cd9362
27aeeaed-85b3-471e-b28f-a428599db06e
a6cec12e-80aa-4838-be0c-9cd66d5d9765","","2025-07-15T15:20:19.535Z","2025-07-15T15:20:19.535Z","","ciencias físicas no clasificadas en otros lugares","ciencias físicas no clasificadas en otros lugares",""
"687671b2ebd2bf665349a419","http://data.europa.eu/esco/isced-f/054","4fe27894-ded1-4e5a-8dc2-093f2143f7ce
10cded7e-b859-41b6-844a-c3fcf7da3c5c
1165b31f-9c8e-4a76-8980-ad4a91f2f2c1
cecdc481-3867-4040-9eb1-deced186c95c","","2025-07-15T15:20:19.535Z","2025-07-15T15:20:19.535Z","","matemáticas y estadística","matemáticas y estadística",""
"687671b2ebd2bf665349a41a","http://data.europa.eu/esco/isced-f/0540","06031614-7dcb-4c8e-8ce8-66f1417ae2b7
0670261c-b602-45e7-9b98-f7f28af2366e
7c91c176-49a5-4205-bf44-8dd3feb15422
5b710d4f-76db-4930-b453-906b31f12895","","2025-07-15T15:20:19.535Z","2025-07-15T15:20:19.535Z","","matemáticas y estadística no definidas con mayor precisión","matemáticas y estadística no definidas con mayor precisión",""
"687671b2ebd2bf665349a41b","http://data.europa.eu/esco/isced-f/0541","656107c4-5894-42c1-b149-0ba6276ee0ed
526fac23-5014-4029-9f90-1a1f46a5cfac
d0694b4e-631b-49a3-bfee-752d3d05f148
e2ad182a-2b32-4478-ace7-142d4afebf1c","","2025-07-15T15:20:19.535Z","2025-07-15T15:20:19.535Z","","matemáticas","matemáticas","Las matemáticas son el estudio de sistemas deductivos abstractos. Incluye álgebra, aritmética, geometría, análisis real y complejo y matemáticas puras y aplicadas.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Álgebra
Geometría
Matemáticas
Análisis numérico
Investigación operativa"
"687671b2ebd2bf665349a41c","http://data.europa.eu/esco/isced-f/0542","cdff35a1-3643-431a-9fac-eadb02ba2d88
6f56245b-2199-4360-9335-d7e924b92d07
90557a13-b042-4480-b849-4fca0168fbbd
f6eaa181-94de-48ea-a20c-909cf62413d4","","2025-07-15T15:20:19.535Z","2025-07-15T15:20:19.535Z","","estadística","estadística","La estadística es el estudio de la recopilación, descripción, organización y análisis de datos numéricos. Se incluye el estudio de la teoría de la probabilidad y la ciencia actuarial.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
 Ciencia actuarial
Teoría de la probabilidad
Estadística aplicada
Diseño de encuestas
Muestreo de encuestas

=== Inclusiones
El estudio de la estadística matemática (teórica) se incluye aquí.

=== Exclusiones
La demografía/los estudios de población se excluyen de este campo detallado y se incluyen en el campo detallado 0314 'Sociología y estudios culturales'."
"687671b2ebd2bf665349a41d","http://data.europa.eu/esco/isced-f/058","0251b653-10ed-43a9-88c4-26a4355a157d
a4469580-03e9-4890-82c5-e224766cc0ab
4f5c7965-9c6d-4fe0-a1d7-f9ae7e6e617c
5c75dc91-9ee6-4e48-8e2d-b9258cafd5fd","","2025-07-15T15:20:19.535Z","2025-07-15T15:20:19.535Z","","programas y cualificaciones interdisciplinares que incluyen ciencias naturales, matemáticas y estadística","programas y cualificaciones interdisciplinares que incluyen ciencias naturales, matemáticas y estadística",""
"687671b2ebd2bf665349a41e","http://data.europa.eu/esco/isced-f/0588","9a4ab8ec-6fe4-4ee6-b3a0-b357636a302b
0010c0d8-967e-4915-86c8-e0e2ad493c0f
d9427572-f805-45d9-93f7-bceb59719d07
1945181d-533b-4e06-8d5e-1008ecb3642e","","2025-07-15T15:20:19.535Z","2025-07-15T15:20:19.535Z","","programas y cualificaciones interdisciplinares que incluyen ciencias naturales, matemáticas y estadística","programas y cualificaciones interdisciplinares que incluyen ciencias naturales, matemáticas y estadística","Los programas y cualificaciones interdisciplinarios o amplios a los que se dedica el mayor tiempo de aprendizaje previsto a las ciencias naturales, las matemáticas y la estadística se clasifican aquí."
"687671b2ebd2bf665349a41f","http://data.europa.eu/esco/isced-f/059","2d656e8d-0e2f-4ccf-9ad5-7fda2385500b
27a21a7a-ac5d-407e-9f9a-6d6dac83e9e1
4cbaaafb-a6d9-45c1-9d98-28784f34d5bb
fff987be-3368-4bee-8558-b3953e6f757f","","2025-07-15T15:20:19.535Z","2025-07-15T15:20:19.535Z","","ciencias naturales, matemáticas y estadística no clasificadas en otros lugares","ciencias naturales, matemáticas y estadística no clasificadas en otros lugares",""
"687671b2ebd2bf665349a420","http://data.europa.eu/esco/isced-f/0599","187fb1ae-1418-4749-be1f-878b91fc5873
b5d469b7-7e5f-4f7b-9603-c498d5a02f27
7a9ed1a0-73d5-4857-9a0b-5ede425dfd8b
5878e841-86d4-4abb-a775-f4a4f3f5dcf5","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","ciencias naturales, matemáticas y estadística no clasificadas en otros lugares","ciencias naturales, matemáticas y estadística no clasificadas en otros lugares",""
"687671b2ebd2bf665349a421","http://data.europa.eu/esco/isced-f/06","913b5e6f-c956-4e39-a750-3890c8b24b98
a8933e84-0774-4db7-858f-bea441183f7e
9b02ec9d-670f-413d-ba78-169ed021a508
f2752dea-32f9-42b8-b74c-7e4793df980a","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","tecnologías de la información y la comunicación (TIC)","tecnologías de la información y la comunicación (TIC)",""
"687671b2ebd2bf665349a422","http://data.europa.eu/esco/isced-f/061","6047e652-480a-4a98-b6e2-1bf5366095dc
77e805fc-1a48-4c8f-900f-f01c4b594adf
051b8da1-b035-4304-8aa3-7632e46c3e65
7a4e1425-a8c8-48e4-a374-6a133599804b","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","tecnologías de la información y la comunicación (TIC)","tecnologías de la información y la comunicación (TIC)",""
"687671b2ebd2bf665349a423","http://data.europa.eu/esco/isced-f/0610","549fe22a-a05e-4954-ade2-6c5ce807b0cc
a7ac0e6c-4b15-43bd-b670-945ff973e51a
6b5b4ae2-6f93-42c2-9cf7-a79ab06ddc4c
3d4d178e-83b1-44b4-a05d-c20053f58f01","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","tecnologías de la información y la comunicación (TIC) no definidas con mayor precisión","tecnologías de la información y la comunicación (TIC) no definidas con mayor precisión",""
"687671b2ebd2bf665349a424","http://data.europa.eu/esco/isced-f/0611","1a643aad-2f09-4565-8ac4-0cebb0431442
61fa13cf-f4a7-4c65-aff5-6888ebd98d86
26e8ae13-87b0-46a5-a8af-aefd37b769a7
30108c3d-63f2-41f2-95ca-6a4d93232c05","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","uso de computadoras","uso de computadoras","El uso de computadoras es el estudio del uso de computadoras y software y aplicaciones informáticas para diferentes propósitos. Estos programas suelen ser de corta duración.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Uso de computadoras
Uso de software para calcular (hojas de cálculo)
Uso de software para el procesamiento de datos
Uso de software para la publicación de escritorio
Uso de software para el procesamiento de textos
Uso de Internet"
"687671b3ebd2bf665349a425","http://data.europa.eu/esco/isced-f/0612","2af7ebbb-8839-4f7f-854a-7600cdcaa968
33a76e97-49e6-4684-a1ff-5ba049ce4bf4
9c14c287-5778-4c79-975c-15a3907971f6
97dd58e5-c52c-44b0-9376-896f63122d21","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","diseño y administración de bases de datos y redes","diseño y administración de bases de datos y redes","El diseño y la administración de bases de datos y redes es el estudio del diseño, el mantenimiento y la integración de aplicaciones de software. Se incluyen las aplicaciones de medios informáticos.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Administración y gestión informática
Aplicaciones de medios informáticos
Instalación y mantenimiento de redes informáticas
Estudios de administrador de bases de datos
Administración de tecnología de la información
Seguridad de la tecnología de la información
Administración de redes
Diseño de redes
Diseño web"
"687671b3ebd2bf665349a426","http://data.europa.eu/esco/isced-f/0613","f3573e54-9d00-4292-bb01-4ce4dae50420
bf892351-e656-4aa7-a469-df3da7e72554
e85d974e-b7f8-45e1-ae87-dd31cff9ca2b
fd10b084-4b7d-4529-94dc-fce358e7bef0","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","desarrollo y análisis de software y aplicaciones","desarrollo y análisis de software y aplicaciones","El desarrollo y análisis de software y aplicaciones es el estudio del diseño y desarrollo de sistemas informáticos y entornos informáticos.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Programación informática
Informática
Análisis de sistemas informáticos
Diseño de sistemas informáticos
Informática
Sistemas operativos
Desarrollo de lenguajes de programación
Desarrollo de software
Programación de software

=== Exclusiones
La ingeniería informática (hardware) se excluye de este campo detallado y se incluye en el campo detallado 0714 'Electrónica y automatización'.
Los programas y cualificaciones en el uso de aplicaciones informáticas se excluyen de este campo detallado y se incluyen en el campo detallado 0611 'Uso de computadoras'. El diseño y la administración de bases de datos y redes se excluyen de este campo detallado y se incluyen en el campo detallado 0612 'Diseño y administración de bases de datos y redes'."
"687671b3ebd2bf665349a427","http://data.europa.eu/esco/isced-f/0619","21600114-8940-4626-82dc-4da2dab08a67
68eb8a6c-9773-49a5-877f-ec88049cda46
027630ee-386c-492a-a78e-834e5674a59c
17b89905-aff7-47f9-9fdd-bed018cb35b5","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","tecnologías de la información y la comunicación no clasificadas en otros lugares","tecnologías de la información y la comunicación no clasificadas en otros lugares","Los estudios de tecnología de la información que no encajan en los campos detallados se clasifican aquí:
Inteligencia artificial"
"687671b3ebd2bf665349a428","http://data.europa.eu/esco/isced-f/068","f37f7e7d-63fe-4f65-a6b7-a0945560cc89
0dc219a9-79d9-444d-8eb7-2cd52fb8587c
f67b09b8-1691-4a54-9748-53a6a71455c0
480a9a4c-2374-46a0-9be3-1a9a337dd2e1","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","programas y cualificaciones interdisciplinares que incluyen tecnologías de la información y la comunicación (TIC)","programas y cualificaciones interdisciplinares que incluyen tecnologías de la información y la comunicación (TIC)",""
"687671b3ebd2bf665349a429","http://data.europa.eu/esco/isced-f/0688","50eab3d6-aefd-4fc5-ba94-ceb080bb01fe
855af932-2ada-469d-a8cc-320c1df83ab4
72a9729f-0e88-44a1-a737-761882088661
2299b474-b9c7-4e29-b97e-1aa58871570a","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","programas y cualificaciones interdisciplinares que incluyen tecnologías de la información y la comunicación (TIC)","programas y cualificaciones interdisciplinares que incluyen tecnologías de la información y la comunicación (TIC)","Los programas y cualificaciones interdisciplinarios a los que se dedica el mayor tiempo de aprendizaje previsto a las tecnologías de la información y la comunicación (TIC) se clasifican aquí."
"687671b3ebd2bf665349a42a","http://data.europa.eu/esco/isced-f/07","34dc5cee-606a-4638-af3c-5436a0c09c7f
09444771-416c-47a0-8a0d-174e2af8d9b1
f18d09bc-c05c-4071-86ce-8e2bc272b20b
131d8ad4-5701-4ad2-bfea-c6921d6ca2e2","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","ingeniería, fabricación y construcción","ingeniería, fabricación y construcción",""
"687671b3ebd2bf665349a42b","http://data.europa.eu/esco/isced-f/070","c95020d2-3916-40e3-9dbd-6d8ace67f4e2
46005c6f-7ba9-492b-8757-6b69fac36aec
ea46f9fd-b852-4081-9686-0d30cefeb37c
cd822121-7a17-4136-8aaf-57f7c5944563","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","ingeniería, fabricación y construcción no definidas con mayor precisión","ingeniería, fabricación y construcción no definidas con mayor precisión",""
"687671b3ebd2bf665349a42c","http://data.europa.eu/esco/isced-f/0700","4c4ed88b-384e-4668-9e5a-96c6d52cd1cf
75541ee8-7b03-45a2-bc94-74bd7df5af7d
a9a85c65-7e5f-4a63-a378-6d6ee4f5873e
6e348883-b160-4bd1-8fc3-ad5ffadf4edb","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","ingeniería, fabricación y construcción no definidas con mayor precisión","ingeniería, fabricación y construcción no definidas con mayor precisión",""
"687671b3ebd2bf665349a42d","http://data.europa.eu/esco/isced-f/071","f361d94f-4bc3-4b8b-aa5b-8de54e91c5bf
6879fadd-1221-4063-b56e-5f79570cd15f
161f2e71-f7f8-4a16-8f8c-a567a6c6daee
ead1005c-d151-4d36-b9ec-78bc02625727","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","ingeniería y oficios de ingeniería","ingeniería y oficios de ingeniería",""
"687671b3ebd2bf665349a42e","http://data.europa.eu/esco/isced-f/0710","268f54ee-4d5b-4e1f-af15-17a5b9559674
d06514ab-8582-4628-8dcd-10a8eb62ecbf
87e02a3d-d507-438d-b713-e18331fdbf2a
3e4e0394-9e36-4f63-8ff5-fc10f91e1303","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","ingeniería y oficios de ingeniería no definidos con mayor precisión","ingeniería y oficios de ingeniería no definidos con mayor precisión",""
"687671b3ebd2bf665349a42f","http://data.europa.eu/esco/isced-f/0711","1cb80c2e-ceb0-4a43-93fd-ec34d7a4e672
da2f8910-d216-4dca-b0af-5432e9b86d49
88df78ba-85ed-4b65-a256-39a8c790415f
423357e1-2501-43f3-aa1b-a95b6a3d2101","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","ingeniería química y procesos","ingeniería química y procesos","La ingeniería química y los procesos es el estudio de la planificación, el diseño y el desarrollo de productos y procesos en los que se producen cambios químicos y físicos. Incluye el diseño de plantas químicas y sistemas de control.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Ingeniería química
Ingeniería de procesos químicos
Tecnología de laboratorio
Procesamiento de petróleo/gas/petroquímicos
Operación de plantas y máquinas (procesamiento)
Tecnología de procesos

=== Inclusiones
La tecnología de laboratorio se incluye aquí si no se hace hincapié en una aplicación específica.

=== Exclusiones
La tecnología de laboratorio se excluye de este campo detallado si se hace hincapié en una aplicación específica (biológica, médica, etc.) y se incluye en el campo detallado correspondiente (0914, etc.). La biotecnología se excluye de este campo detallado y se incluye en el campo detallado 0512 'Bioquímica'.
Los programas y cualificaciones que hacen hincapié en la producción de un material específico se excluyen de este campo detallado (por ejemplo, los estudios que hacen hincapié en el procesamiento de papel deben incluirse en el campo detallado 0722 'Materiales (vidrio, papel, plástico, madera)'. "
"687671b3ebd2bf665349a430","http://data.europa.eu/esco/isced-f/0712","cb093b8a-7dc3-476a-8421-8c04decb7b24
10b1fc22-7f7d-46ba-bff4-1c2fe320b30f
cca64020-6beb-4591-953a-6d821e4dac33
4e623bff-a9c7-484b-be44-a6bcaba809cc","","2025-07-15T15:20:19.536Z","2025-07-15T15:20:19.536Z","","tecnología de protección ambiental","tecnología de protección ambiental","La tecnología de protección ambiental es el estudio de los procesos para minimizar las descargas y los residuos y evitar la contaminación. Incluye programas que tratan el control del agua, el aire, el suelo, etc.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Control de la contaminación del aire
Tecnología ecológica
Eficiencia energética
Ingeniería ambiental
Control de las descargas industriales
Control de la contaminación acústica
Reciclaje
Control de la contaminación del agua

=== Exclusiones
Los programas y cualificaciones que tratan las normas higiénicas en los alimentos, el agua, etc., se excluyen de este campo detallado y se incluyen en el campo detallado 1021 'Saneamiento comunitario'.
La construcción relacionada con la gestión de residuos y aguas se excluye de este campo detallado y se incluye en el campo detallado 0732 'Ingeniería de la construcción y civil'. "
"687671b3ebd2bf665349a431","http://data.europa.eu/esco/isced-f/0713","c4082863-90b6-4bb0-b1f2-cd03df721322
c434f45f-fe2e-4a10-bfb4-b52fd111b9e0
49d23802-e3a4-486b-bf83-d18a477e4e04
ef87efb7-2f75-481c-a127-97be0fb0b545","","2025-07-15T15:20:19.537Z","2025-07-15T15:20:19.537Z","","electricidad y energía","electricidad y energía","Electricidad y energía es el estudio de la instalación, el mantenimiento, la reparación y el diagnóstico de fallos en el cableado eléctrico y los equipos relacionados en establecimientos domésticos, comerciales e industriales. Se incluye la instalación y el mantenimiento de redes de distribución de energía eléctrica aéreas y subterráneas. La energía es el estudio de la generación de energía.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Oficios de aire acondicionado
Ingeniería climática
Reparación de aparatos eléctricos
Ingeniería eléctrica
Instalación eléctrica
Generación de energía eléctrica
Oficios eléctricos
Estudios de energía
Distribución de gas
Oficios de calefacción
Energía nuclear, hidráulica y térmica
Instalación y mantenimiento de líneas eléctricas
Producción de energía
Refrigeración
Energía solar
Aerogeneradores

=== Inclusiones
Se incluye aquí el estudio de la instalación, el diagnóstico de fallos y la reparación de equipos de calefacción, aire acondicionado y refrigeración.

=== Exclusiones
El estudio de los sistemas eléctricos de los vehículos se excluye de este campo detallado y se incluye en el campo detallado 0716 'Vehículos de motor, barcos y aeronaves'. "
"687671b3ebd2bf665349a432","http://data.europa.eu/esco/isced-f/0714","12cfcaf7-f1f8-4e46-a4b2-200402f47aba
f9ead7c3-1d9c-4da9-ab4f-750a7abd9c62
d17b8514-24af-4355-a344-de427a3d2423
9e6badb1-210f-48de-bd42-198ceb9b70ed","","2025-07-15T15:20:19.537Z","2025-07-15T15:20:19.537Z","","electrónica y automatización","electrónica y automatización","Electrónica y automatización es el estudio de la planificación, el diseño, el desarrollo, el mantenimiento y la monitorización de equipos, maquinaria y sistemas electrónicos. Incluye el diseño de ordenadores y equipos de comunicación.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Electrónica de radiodifusión
Sistemas de comunicación
Instalación de equipos de comunicación
Mantenimiento de equipos de comunicación
Ingeniería informática
Reparación de ordenadores
Ingeniería de control
Tecnología de procesamiento de datos
Tecnología digital
Ingeniería electrónica
Mantenimiento de equipos electrónicos
Tecnología de redes
Robótica
Tecnología de telecomunicaciones
Reparación de televisores y radios

=== Exclusiones
La informática (desarrollo y análisis de software y aplicaciones) se excluye de este campo detallado y se incluye en el 0613 'Desarrollo y análisis de software y aplicaciones'. "
"687671b3ebd2bf665349a433","http://data.europa.eu/esco/isced-f/0715","f200e41d-6cb7-42b3-a5c7-17895357df9d
39985dcd-b646-4e5a-906c-1dcb3f702f8d
ca3e59ad-8037-4f1b-aed1-1c71e1c804ec
25613eef-f8b1-48bc-a2bd-32c05c5d023a","","2025-07-15T15:20:19.537Z","2025-07-15T15:20:19.537Z","","mecánica y oficios del metal","mecánica y oficios del metal","Mecánica y oficios del metal es el estudio de la planificación, el diseño, el desarrollo, la producción, el mantenimiento y la monitorización de máquinas, plantas y sistemas mecánicos y productos metálicos. Incluye el diseño y el mantenimiento de máquinas que producen bienes y servicios. El enfoque de estudio en este campo detallado son las máquinas, los sistemas mecánicos y los productos metálicos.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Armería
Hidráulica
Cerrajero y reparación de cajas fuertes
Ingeniería mecánica
Oficios mecánicos
Fundición y matricería de metales
Ajuste, torneado y mecanizado de metales
Ingeniería metalúrgica
Mecánica de precisión
Trabajo de chapa metálica
Producción de acero
Fabricación de herramientas y matrices
Soldadura

=== Exclusiones
El estudio de la mecánica y la ingeniería de vehículos de motor se excluye de este campo detallado y se incluye en el campo detallado 0716 'Vehículos de motor, barcos y aeronaves'. "
"687671b3ebd2bf665349a434","http://data.europa.eu/esco/isced-f/0716","40642a4d-f38e-42d8-baf6-0bd4309a6854
1cebfc1e-d0b3-4f17-ad06-3b399524c91e
0c075a31-6e9e-4cc3-bf4b-6c3ac4ef2ea3
b0c46a1b-86bf-47b9-b3a5-7bfd5e4c6203","","2025-07-15T15:20:19.537Z","2025-07-15T15:20:19.537Z","","vehículos de motor, barcos y aeronaves","vehículos de motor, barcos y aeronaves","Vehículos de motor, barcos y aeronaves es el estudio del diseño, desarrollo, producción, mantenimiento, diagnóstico de fallos, reparación y mantenimiento de vehículos de motor, incluidos los equipos de movimiento de tierras y las máquinas agrícolas, barcos, trenes y aeronaves. Es típica la combinación de estudios tanto en estructuras metálicas como en motores.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Ingeniería aeroespacial
Ingeniería aeronáutica
Mantenimiento de aeronaves
Sistemas eléctricos de automoción
Ingeniería de automoción
Aviónica
Carrocería
Ingeniería naval
Ingeniería de motocicletas
Reparación de carrocería
Construcción naval
Reparación y mantenimiento de trenes
Construcción y reparación de vehículos
Barnizado/pintado de vehículos

=== Inclusiones
Se incluye aquí el estudio de los sistemas eléctricos de los vehículos.

=== Exclusiones
El estudio de la producción y reparación de vehículos no motorizados se excluye de este campo detallado y se incluye en 0715 'Mecánica y trabajo del metal' (por ejemplo, bicicletas) o 0722 'Materiales (vidrio, papel, plástico, madera)' (por ejemplo, barcos no motorizados). "
"687671b3ebd2bf665349a435","http://data.europa.eu/esco/isced-f/0719","8b7d3bd4-6068-49bc-82d9-c305162b1557
8f3fb167-a227-43c5-96dc-49cad7a1c631
1997a600-3dc1-4ccf-a47c-92648399c957
d157d726-72d2-4a75-b197-99ab1debe053","","2025-07-15T15:20:19.537Z","2025-07-15T15:20:19.537Z","","ingeniería y oficios de ingeniería no clasificados en otros lugares","ingeniería y oficios de ingeniería no clasificados en otros lugares","Los estudios de ingeniería no cubiertos por otros campos detallados se clasifican aquí:
Nanotecnología"
"687671b3ebd2bf665349a436","http://data.europa.eu/esco/isced-f/072","e8b54b7d-09d2-448b-a3a7-e6dfaad2f17b
ec687559-f9a6-4981-a6d8-ba7e56ab0f8a
e059c36a-c5ef-4a91-9464-0055231266a4
d7273304-c6fe-4ff7-85a5-ab98eca11b93","","2025-07-15T15:20:19.537Z","2025-07-15T15:20:19.537Z","","fabricación y procesamiento","fabricación y procesamiento",""
"687671b3ebd2bf665349a437","http://data.europa.eu/esco/isced-f/0720","38b5a3a6-1586-4147-801a-2a584476e0dd
fba832a9-66d7-4f1f-a8d5-1553ed0ba3f1
cb42a231-db72-4b2b-90dd-14e9cf62bf91
7e2a535b-6bc3-4d4e-bb8c-5ed8ffe7ec08","","2025-07-15T15:20:19.537Z","2025-07-15T15:20:19.537Z","","fabricación y procesamiento no definidos con mayor precisión","fabricación y procesamiento no definidos con mayor precisión",""
"687671b3ebd2bf665349a438","http://data.europa.eu/esco/isced-f/0721","fdfd7d7b-df5a-48fa-aa93-f7d20b28cce0
a2b8bffe-2610-45f2-863d-16db31f4b8c2
90abf87b-2f56-4394-ba13-34b985110519
294c564d-56eb-4170-8fd6-aa2459c6e4ae","","2025-07-15T15:20:19.537Z","2025-07-15T15:20:19.537Z","","procesamiento de alimentos","procesamiento de alimentos","El procesamiento de alimentos es el estudio del procesamiento y envasado de alimentos y bebidas, y los equipos y procedimientos utilizados en la producción y distribución de alimentos.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Panadería
Fabricación de cerveza
Carnicería
Confitería
Productos lácteos
Procesamiento de alimentos y bebidas
Conservación de alimentos
 Ciencia y tecnología de los alimentos
Procesamiento de carne
Pastelería
Procesamiento del tabaco
Producción de vino

=== Inclusiones
Se incluye aquí el estudio de la manipulación de alimentos y la higiene alimentaria.

=== Exclusiones
Los restaurantes y la restauración se excluyen de este campo detallado y se incluyen en el campo detallado 1013 'Hoteles, restaurantes y restauración'.
La ciencia de la nutrición se excluye de este campo detallado y se incluye en el campo estrecho 051 'Ciencias biológicas y afines'.
0722 Materiales (vidrio, papel, plástico y madera)
Los materiales son el estudio de la fabricación de productos en vidrio, papel, plástico, madera u otros materiales como piedra, arcilla, materiales artificiales, etc. Los programas y cualificaciones incluidos en este campo detallado tienen más que ver con un material específico que con conocimientos técnicos generales.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Construcción de barcos (no motorizados)
Ebanistería
Carpintería (muebles)
Cerámica (industrial)
Fabricación de muebles
Trabajo del vidrio (industrial)
Producción de diamantes industriales
Fabricación y procesamiento de papel
Fabricación de plástico
Procesamiento del caucho
Tecnología de la madera
Mecanizado y torneado de madera
Oficios de la madera

=== Exclusiones
El estudio del trabajo del metal se excluye de este campo detallado y se incluye en el campo detallado 0715 'Mecánica y oficios del metal'.
El estudio de la carpintería y la ebanistería de construcción se excluye de este campo detallado y se incluye en el campo detallado 0732 'Ingeniería de la construcción y civil'.
El estudio del procesamiento químico en general se excluye de este campo detallado y se incluye en el campo detallado 0711 'Ingeniería química y procesos'.
El estudio de la impresión y la encuadernación se excluye de este campo detallado y se incluye en el campo detallado 0211 'Técnicas audiovisuales y producción de medios'.
Los programas de artesanía (artes y oficios del vidrio, talla de madera, etc.) se excluyen de este campo detallado y se incluyen en el campo detallado 0214 'Artesanía'.
0723 Textiles (ropa, calzado y cuero)
Textiles (ropa, calzado y cuero) es el estudio de la fabricación de textiles, productos textiles y de cuero, ropa y artículos relacionados, zapatos y otras formas de calzado.
Programas y cualificaciones con el siguiente contenido principal se clasifican aquí:
Oficios de la confección
Costura
Fabricación de calzado
Fabricación de pieles
Producción de prendas de vestir
Procesamiento del cuero
Sillería
Zapatería
Producción de pieles y cuero
Hilado
Sastrería
Oficios textiles
Tapycería
Tejido (industrial)
Ciencia de la lana

=== Exclusiones
Los estudios de artesanía (tejido, bordado, etc.) se excluyen de este campo detallado y se incluyen en el campo detallado 0214 'Artesanía'. "
